step,w,k,output_code,dict_index,dict_symbol
43571,-or-less normal distribution of let,t,43711,43826,-or-less normal distribution of lett
43572,"ters, as opposed to using 'Con",t,43808,43827,"ters, as opposed to using 'Cont"
43573,"tent here, content here', making i",t,43247,43828,"tent here, content here', making it"
43574,t look like readable English. M,a,43733,43829,t look like readable English. Ma
43575,any desktop publishing package,s,40594,43830,any desktop publishing packages
43576,s and web page editors now use L,o,43618,43831,s and web page editors now use Lo
43577,"orem Ipsum as their default model text,", ,43133,43832,"orem Ipsum as their default model text, "
43578, and a search for 'lorem ipsum' ,w,43543,43833, and a search for 'lorem ipsum' w
43579,will uncover many web sites still i,n,43621,43834,will uncover many web sites still in
43580,n their infancy. Various versi,o,42561,43835,n their infancy. Various versio
43581,ons have evolved over the years,",",43817,43836,"ons have evolved over the years,"
43582,", sometimes by accident, sometimes on", ,43060,43837,", sometimes by accident, sometimes on "
43583, purpose (injected humour ,a,42944,43838, purpose (injected humour a
43584,"and the like).
There are", ,42666,43839,"and the like).
There are "
43585, many variations of pa,s,43550,43840, many variations of pas
43586,ssages of Lorem Ipsum avail,a,43455,43841,ssages of Lorem Ipsum availa
43587,"able, but the majority ha",v,42868,43842,"able, but the majority hav"
43588,ve suffered alteration ,i,43747,43843,ve suffered alteration i
43589,"in some form, by injected ",h,43362,43844,"in some form, by injected h"
43590,"humour, or randomis",e,41660,43845,"humour, or randomise"
43591,ed words which don't look e,v,42371,43846,ed words which don't look ev
43592,ven slightly believabl,e,43751,43847,ven slightly believable
43593,e. If you are going, ,43558,43848,e. If you are going 
43594, to use a passage of Lor,e,42374,43849, to use a passage of Lore
43595,"em Ipsum, you need to be ",s,43368,43850,"em Ipsum, you need to be s"
43596,sure there isn't anyth,i,42477,43851,sure there isn't anythi
43597,ing embarrassing hidden ,i,42977,43852,ing embarrassing hidden i
43598,in the middle of text. A,l,43371,43853,in the middle of text. Al
43599,ll the Lorem Ipsum gene,r,42979,43854,ll the Lorem Ipsum gener
43600,rators on the Interne,t,43565,43855,rators on the Internet
43601,t tend to repeat p,r,42981,43856,t tend to repeat pr
43602,redefined chunks as n,e,42684,43857,redefined chunks as ne
43603,"ecessary, making this ",t,43472,43858,"ecessary, making this t"
43604,the first true generato,r,43763,43859,the first true generator
43605,r on the Internet. It, ,43279,43860,r on the Internet. It 
43606, uses a dictionary of o,v,43765,43861, uses a dictionary of ov
43607,"ver 200 Latin words, com",b,36728,43862,"ver 200 Latin words, comb"
43608,bined with a handful, ,39266,43863,bined with a handful 
43609, of model sentence stru,c,43768,43864, of model sentence struc
43610,"ctures, to generate Lo",r,34379,43865,"ctures, to generate Lor"
43611,rem Ipsum which looks reas,o,38613,43866,rem Ipsum which looks reaso
43612,onable. The generated L,o,41174,43867,onable. The generated Lo
43613,orem Ipsum is therefore always fre,e,42895,43868,orem Ipsum is therefore always free
43614,"e from repetition, ",i,41889,43869,"e from repetition, i"
43615,"injected humour, or non-characteris",t,43388,43870,"injected humour, or non-characterist"
43616,"tic words etc.
","
",21623,43871,"tic words etc.

"
43617,"
Lorem Ipsum is simply du",m,43390,43872,"
Lorem Ipsum is simply dum"
43618,mmy text of the printi,n,39821,43873,mmy text of the printin
43619,ng and typesetting industr,y,42901,43874,ng and typesetting industry
43620,y. Lorem Ipsum has ,b,42502,43875,y. Lorem Ipsum has b
43621,been the industry's st,a,43779,43876,been the industry's sta
43622,andard dummy text ever, ,43684,43877,andard dummy text ever 
43623," since the 1500s, when", ,43491,43878," since the 1500s, when "
43624, an unknown printer t,o,43782,43879, an unknown printer to
43625,ook a galley of type and, ,43493,43880,ook a galley of type and 
43626, scrambled it to mak,e,43590,43881, scrambled it to make
43627,e a type specimen book,.,43785,43882,e a type specimen book.
43628,. It has survived not o,n,32801,43883,. It has survived not on
43629,"nly five centuries, bu",t,37538,43884,"nly five centuries, but"
43630,t also the leap into, ,37759,43885,t also the leap into 
43631, electronic typesetting,",",43789,43886," electronic typesetting,"
43632,", remaining essentially ",u,43405,43887,", remaining essentially u"
43633,unchanged. It was popu,l,40782,43888,unchanged. It was popul
43634,larised in the 1960s w,i,43407,43889,larised in the 1960s wi
43635,ith the release of Letr,a,35840,43890,ith the release of Letra
43636,aset sheets containi,n,39626,43891,aset sheets containin
43637,"ng Lorem Ipsum passages, and ",m,40369,43892,"ng Lorem Ipsum passages, and m"
43638,more recently with desktop, ,42823,43893,more recently with desktop 
43639, publishing software li,k,33063,43894, publishing software lik
43640,ke Aldus PageMaker inclu,d,43605,43895,ke Aldus PageMaker includ
43641,ding versions of Lorem I,p,42221,43896,ding versions of Lorem Ip
43642,"psum.
It is a ",l,40164,43897,"psum.
It is a l"
43643,long established fact that a reade,r,43141,43898,long established fact that a reader
43644,r will be distracted by the re,a,41410,43899,r will be distracted by the rea
43645,adable content of a page when looki,n,43804,43900,adable content of a page when lookin
43646,ng at its layout. The point of usi,n,43709,43901,ng at its layout. The point of usin
43647,ng Lorem Ipsum is that it has a more-,o,43825,43902,ng Lorem Ipsum is that it has a more-o
43648,or-less normal distribution of lett,e,43807,43903,or-less normal distribution of lette
43649,"ers, as opposed to using 'Cont",e,40904,43904,"ers, as opposed to using 'Conte"
43650,"ent here, content here', making it", ,43732,43905,"ent here, content here', making it "
43651, look like readable English., ,33203,43906, look like readable English. 
43652, Many desktop publishing packa,g,43811,43907, Many desktop publishing packag
43653,ges and web page editors now use L,o,43349,43908,ges and web page editors now use Lo
43654,"orem Ipsum as their default model text, ",a,43832,43909,"orem Ipsum as their default model text, a"
43655,and a search for 'lorem ipsum' w,i,43351,43910,and a search for 'lorem ipsum' wi
43656,ill uncover many web sites still, ,42762,43911,ill uncover many web sites still 
43657, in their infancy. Various versions, ,43739,43912, in their infancy. Various versions 
43658, have evolved over the yea,r,37149,43913, have evolved over the year
43659,"rs, sometimes by accident, someti",m,43624,43914,"rs, sometimes by accident, sometim"
43660,mes on purpose (injected humour ,a,43742,43915,mes on purpose (injected humour a
43661,"and the like).
It is a ",l,38779,43916,"and the like).
It is a l"
43662,long established fact that a reader, ,43898,43917,long established fact that a reader 
43663, will be distracted by the readabl,e,42042,43918, will be distracted by the readable
43664,e content of a page when l,o,41431,43919,e content of a page when lo
43665,ooking at its layout. The point of ,u,43028,43920,ooking at its layout. The point of u
43666,using Lorem Ipsum is that it has a, ,43516,43921,using Lorem Ipsum is that it has a 
43667, more-or-less normal distribution, ,43613,43922, more-or-less normal distribution 
43668," of letters, as opposed to using '",C,42148,43923," of letters, as opposed to using 'C"
43669,"Content here, content here', makin",g,43538,43924,"Content here, content here', making"
43670,g it look like readable English,.,41031,43925,g it look like readable English.
43671,. Many desktop publishing package,s,43444,43926,. Many desktop publishing packages
43672,s and web page editors now use Lo,r,43831,43927,s and web page editors now use Lor
43673,rem Ipsum as their default model text,",",43813,43928,"rem Ipsum as their default model text,"
43674,", and a search for 'lorem ipsum'", ,43252,43929,", and a search for 'lorem ipsum' "
43675, will uncover many web sites still ,i,43544,43930, will uncover many web sites still i
43676,in their infancy. Various versio,n,43622,43931,in their infancy. Various version
43677,ns have evolved over the year,s,43546,43932,ns have evolved over the years
43678,"s, sometimes by accident, sometime",s,43818,43933,"s, sometimes by accident, sometimes"
43679,s on purpose (injected humour an,d,38143,43934,s on purpose (injected humour and
43680,"d the like).
There are", ,42865,43935,"d the like).
There are "
43681, many variations of pas,s,43840,43936, many variations of pass
43682,sages of Lorem Ipsum a,v,41959,43937,sages of Lorem Ipsum av
43683,"vailable, but the majori",t,42967,43938,"vailable, but the majorit"
43684,ty have suffered alterat,i,43066,43939,ty have suffered alterati
43685,"ion in some form, by inje",c,43263,43940,"ion in some form, by injec"
43686,"cted humour, or randomised words", ,43459,43941,"cted humour, or randomised words "
43687, which don't l,o,23609,43942, which don't lo
43688,ook even slightly believ,a,43167,43943,ook even slightly believa
43689,able. If you are going to u,s,43462,43944,able. If you are going to us
43690,se a passage of Lore,m,35672,43945,se a passage of Lorem
43691,"m Ipsum, you need to ",b,43754,43946,"m Ipsum, you need to b"
43692,be sure there isn't any,t,43074,43947,be sure there isn't anyt
43693,thing embarrassing hidde,n,42377,43948,thing embarrassing hidden
43694,n in the middle of text,.,42879,43949,n in the middle of text.
43695,. All the Lorem Ipsum gen,e,42480,43950,. All the Lorem Ipsum gene
43696,erators on the Internet ,t,43373,43951,erators on the Internet t
43697,tend to repeat predef,i,42583,43952,tend to repeat predefi
43698,ined chunks as necess,a,31119,43953,ined chunks as necessa
43699,"ary, making this the", ,33762,43954,"ary, making this the "
43700, first true gener,a,34855,43955, first true genera
43701,ator on the Intern,e,41777,43956,ator on the Interne
43702,et. It uses a dict,i,42887,43957,et. It uses a dicti
43703,ionary of over 200 ,L,42387,43958,ionary of over 200 L
43704,"Latin words, combined", ,42889,43959,"Latin words, combined "
43705, with a handful of model ,s,41781,43960, with a handful of model s
43706,"sentence structures, to ge",n,43574,43961,"sentence structures, to gen"
43707,nerate Lorem Ipsum w,h,31518,43962,nerate Lorem Ipsum wh
43708,hich looks reasonable. T,h,41581,43963,hich looks reasonable. Th
43709,he generated Lorem Ip,s,42695,43964,he generated Lorem Ips
43710,sum is therefore alw,a,41583,43965,sum is therefore alwa
43711,"ays free from repetition,", ,42798,43966,"ays free from repetition, "
43712," injected humour, or non-charac",t,42897,43967," injected humour, or non-charact"
43713,"teristic words etc.

Lor",e,42297,43968,"teristic words etc.

Lore"
43714,em Ipsum is simply dummy text, ,40662,43969,em Ipsum is simply dummy text 
43715, of the printing and ,t,39498,43970, of the printing and t
43716,typesetting industry. L,o,38403,43971,typesetting industry. Lo
43717,orem Ipsum has been the industry,',39500,43972,orem Ipsum has been the industry'
43718,'s standard dummy text, ,42504,43973,'s standard dummy text 
43719, ever since the 1,5,43004,43974, ever since the 15
43720,"500s, when an unknown p",r,42304,43975,"500s, when an unknown pr"
43721,rinter took a galley ,o,41697,43976,rinter took a galley o
43722,of type and scrambled i,t,43007,43977,of type and scrambled it
43723,t to make a type specime,n,41801,43978,t to make a type specimen
43724,n book. It has survived ,n,43304,43979,n book. It has survived n
43725,not only five centurie,s,43402,43980,not only five centuries
43726,"s, but also the leap i",n,34643,43981,"s, but also the leap in"
43727,nto electronic typesett,i,43012,43982,nto electronic typesetti
43728,"ing, remaining essenti",a,43596,43983,"ing, remaining essentia"
43729,ally unchanged. It wa,s,32930,43984,ally unchanged. It was
43730,s popularised in the 1,9,42314,43985,s popularised in the 19
43731,960s with the release ,o,43311,43986,960s with the release o
43732,of Letraset sheets conta,i,39945,43987,of Letraset sheets contai
43733,ining Lorem Ipsum passa,g,35724,43988,ining Lorem Ipsum passag
43734,"ges, and more recently", ,36539,43989,"ges, and more recently "
43735, with desktop publishin,g,37104,43990, with desktop publishing
43736,g software li,k,43798,43991,g software lik
43737,ke Aldus PageMaker includ,i,43895,43992,ke Aldus PageMaker includi
43738,ing versions of Lorem Ipsum,.,43414,43993,ing versions of Lorem Ipsum.
43739,".
It is a long established fact that a ",r,35498,43994,".
It is a long established fact that a r"
43740,reader will be distracted by the read,a,43532,43995,reader will be distracted by the reada
43741,able content of a page when look,i,43727,43996,able content of a page when looki
43742,ing at its layout. The point of usin,g,43824,43997,ing at its layout. The point of using
43743,g Lorem Ipsum is that it has a ,m,42851,43998,g Lorem Ipsum is that it has a m
43744,more-or-less normal distribution ,o,42147,43999,more-or-less normal distribution o
43745,"of letters, as opposed to using 'C",o,41844,44000,"of letters, as opposed to using 'Co"
43746,"ontent here, content here', making it", ,43713,44001,"ontent here, content here', making it "
43747, look like readable English. ,M,43906,44002, look like readable English. M
43748,Many desktop publishing package,s,43734,44003,Many desktop publishing packages
43749,s and web page editors now use Lor,e,43927,44004,s and web page editors now use Lore
43750,em Ipsum as their default model t,e,36784,44005,em Ipsum as their default model te
43751,"ext, and a search for 'lorem ips",u,43447,44006,"ext, and a search for 'lorem ipsu"
43752,um' will uncover many web sites, ,41750,44007,um' will uncover many web sites 
43753, still in their infancy. Variou,s,43449,44008, still in their infancy. Various
43754,s versions have evolved over the y,e,43527,44009,s versions have evolved over the ye
43755,"ears, sometimes by accident, someti",m,43643,44010,"ears, sometimes by accident, sometim"
43756,mes on purpose (injected humour a,n,43915,44011,mes on purpose (injected humour an
43757,"nd the like).
It is a ",l,42040,44012,"nd the like).
It is a l"
43758,long established fact that a reader ,w,43917,44013,long established fact that a reader w
43759,will be distracted by the readab,l,42447,44014,will be distracted by the readabl
43760,le content of a page when l,o,43629,44015,le content of a page when lo
43761,ooking at its layout. The point of u,s,43920,44016,ooking at its layout. The point of us
43762,sing Lorem Ipsum is that it has a ,m,43612,44017,sing Lorem Ipsum is that it has a m
43763,more-or-less normal distribution o,f,43999,44018,more-or-less normal distribution of
43764,"f letters, as opposed to using 'C",o,43050,44019,"f letters, as opposed to using 'Co"
43765,"ontent here, content here', making it ",l,44001,44020,"ontent here, content here', making it l"
43766,look like readable English. M,a,33327,44021,look like readable English. Ma
43767,any desktop publishing packages, ,43830,44022,any desktop publishing packages 
43768, and web page editors now use L,o,31600,44023, and web page editors now use Lo
43769,"orem Ipsum as their default model text, a",n,43909,44024,"orem Ipsum as their default model text, an"
43770,nd a search for 'lorem ipsum' w,i,43620,44025,nd a search for 'lorem ipsum' wi
43771,ill uncover many web sites still ,i,43911,44026,ill uncover many web sites still i
43772,in their infancy. Various version,s,43931,44027,in their infancy. Various versions
43773,s have evolved over the yea,r,43740,44028,s have evolved over the year
43774,"rs, sometimes by accident, sometim",e,43914,44029,"rs, sometimes by accident, sometime"
43775,es on purpose (injected humour ,a,43819,44030,es on purpose (injected humour a
43776,"and the like).
There are ",m,43839,44031,"and the like).
There are m"
43777,many variations of p,a,43744,44032,many variations of pa
43778,assages of Lorem Ipsum avail,a,43551,44033,assages of Lorem Ipsum availa
43779,"able, but the majority hav",e,43842,44034,"able, but the majority have"
43780,e suffered alteration in, ,41862,44035,e suffered alteration in 
43781," some form, by injecte",d,40106,44036," some form, by injected"
43782,"d humour, or randomised ",w,43749,44037,"d humour, or randomised w"
43783,words which don't look ev,e,41253,44038,words which don't look eve
43784,en slightly believable,.,42873,44039,en slightly believable.
43785,. If you are going to ,u,43655,44040,. If you are going to u
43786,use a passage of Lorem, ,43463,44041,use a passage of Lorem 
43787," Ipsum, you need to", ,43657,44042," Ipsum, you need to "
43788, be sure there isn't an,y,43755,44043, be sure there isn't any
43789,ything embarrassing h,i,43075,44044,ything embarrassing hi
43790,idden in the middle of te,x,43757,44045,idden in the middle of tex
43791,xt. All the Lorem Ipsu,m,42278,44046,xt. All the Lorem Ipsum
43792,m generators o,n,43759,44047,m generators on
43793,n the Internet tend to repeat p,r,43275,44048,n the Internet tend to repeat pr
43794,redefined chunks as ne,c,43857,44049,redefined chunks as nec
43795,"cessary, making this", ,42484,44050,"cessary, making this "
43796, the first true generator o,n,43666,44051, the first true generator on
43797,n the Internet. It uses a dic,t,36386,44052,n the Internet. It uses a dict
43798,tionary of over 200 La,t,43182,44053,tionary of over 200 Lat
43799,"tin words, combined with", ,42590,44054,"tin words, combined with "
43800, a handful of model se,n,43670,44055, a handful of model sen
43801,"ntence structures, to ge",n,43478,44056,"ntence structures, to gen"
43802,nerate Lorem Ipsum wh,i,43962,44057,nerate Lorem Ipsum whi
43803,ich looks reasonable. ,T,42992,44058,ich looks reasonable. T
43804,The generated Lorem Ips,u,41582,44059,The generated Lorem Ipsu
43805,um is therefore alw,a,35695,44060,um is therefore alwa
43806,"ays free from repetition, ",i,43966,44061,"ays free from repetition, i"
43807,"injected humour, or non-characterist",i,43870,44062,"injected humour, or non-characteristi"
43808,"ic words etc.

L",o,22490,44063,"ic words etc.

Lo"
43809,orem Ipsum is simply dummy text of the pri,n,42802,44064,orem Ipsum is simply dummy text of the prin
43810,nting and typesetting ind,u,42602,44065,nting and typesetting indu
43811,ustry. Lorem Ipsum has ,b,43393,44066,ustry. Lorem Ipsum has b
43812,been the industry's sta,n,43876,44067,been the industry's stan
43813,ndard dummy text ever ,s,36293,44068,ndard dummy text ever s
43814,"since the 1500s, when ",a,33417,44069,"since the 1500s, when a"
43815,an unknown printer too,k,38408,44070,an unknown printer took
43816,k a galley of type an,d,43687,44071,k a galley of type and
43817,d scrambled it to mak,e,43494,44072,d scrambled it to make
43818,e a type specimen book., ,43882,44073,e a type specimen book. 
43819, It has survived not on,l,33298,44074, It has survived not onl
43820,"ly five centuries, but ",a,39180,44075,"ly five centuries, but a"
43821,also the leap into elec,t,40257,44076,also the leap into elect
43822,"tronic typesetting, re",m,40466,44077,"tronic typesetting, rem"
43823,maining essentially u,n,40781,44078,maining essentially un
43824,nchanged. It was pop,u,37209,44079,nchanged. It was popu
43825,ularised in the 1960s ,w,40783,44080,ularised in the 1960s w
43826,with the release of Let,r,43408,44081,with the release of Letr
43827,raset sheets containing, ,39517,44082,raset sheets containing 
43828," Lorem Ipsum passages, and mor",e,43410,44083," Lorem Ipsum passages, and more"
43829,e recently with des,k,40996,44084,e recently with desk
43830,ktop publishing software like A,l,43508,44085,ktop publishing software like Al
43831,ldus PageMaker incl,u,43022,44086,ldus PageMaker inclu
43832,uding versions of Lorem ,I,43606,44087,uding versions of Lorem I
43833,"Ipsum.
It is a lo",n,43705,44088,"Ipsum.
It is a lon"
43834,ng established fact that a reade,r,43821,44089,ng established fact that a reader
43835,r will be distracted by the rea,d,43899,44090,r will be distracted by the read
43836,dable content of a page when look,i,43533,44091,dable content of a page when looki
43837,ing at its layout. The point of using, ,43997,44092,ing at its layout. The point of using 
43838, Lorem Ipsum is that it has a more-or-,l,37669,44093, Lorem Ipsum is that it has a more-or-l
43839,less normal distribution of le,t,39639,44094,less normal distribution of let
43840,"tters, as opposed to using 'Co",n,43712,44095,"tters, as opposed to using 'Con"
43841,"ntent here, content here', making i",t,43809,44096,"ntent here, content here', making it"
43842,t look like readable English. Ma,n,43829,44097,t look like readable English. Man
43843,ny desktop publishing packag,e,36212,44098,ny desktop publishing package
43844,es and web page editors now use L,o,43735,44099,es and web page editors now use Lo
43845,"orem Ipsum as their default model text, an",d,44024,44100,"orem Ipsum as their default model text, and"
43846,d a search for 'lorem ipsum' wil,l,43737,44101,d a search for 'lorem ipsum' will
43847,l uncover many web sites still ,i,42661,44102,l uncover many web sites still i
43848,in their infancy. Various versions, ,44027,44103,in their infancy. Various versions 
43849, have evolved over the year,s,43913,44104, have evolved over the years
43850,"s, sometimes by accident, sometimes", ,43933,44105,"s, sometimes by accident, sometimes "
43851, on purpose (injected humour an,d,43257,44106, on purpose (injected humour and
43852,"d the like).
It is ",a,38450,44107,"d the like).
It is a"
43853,a long established fact that a reader wi,l,42647,44108,a long established fact that a reader wil
43854,ll be distracted by the readabl,e,43628,44109,ll be distracted by the readable
43855,e content of a page when lo,o,43919,44110,e content of a page when loo
43856,oking at its layout. The point of, ,43419,44111,oking at its layout. The point of 
43857, using Lorem Ipsum is that it has, ,43631,44112, using Lorem Ipsum is that it has 
43858, a more-or-less normal distributi,o,43344,44113, a more-or-less normal distributio
43859,"on of letters, as opposed to using '",C,43518,44114,"on of letters, as opposed to using 'C"
43860,"Content here, content here', making", ,43924,44115,"Content here, content here', making "
43861, it look like readable Englis,h,41010,44116, it look like readable English
43862,h. Many desktop publishing pack,a,43636,44117,h. Many desktop publishing packa
43863,ages and web page editors now use Lor,e,43812,44118,ages and web page editors now use Lore
43864,em Ipsum as their default model te,x,44005,44119,em Ipsum as their default model tex
43865,"xt, and a search for 'lorem ips",u,43718,44120,"xt, and a search for 'lorem ipsu"
43866,um' will uncover many web sites ,s,44007,44121,um' will uncover many web sites s
43867,still in their infancy. Various ,v,43720,44122,still in their infancy. Various v
43868,versions have evolved over the years,",",41934,44123,"versions have evolved over the years,"
43869,", sometimes by accident, sometimes on ",p,43837,44124,", sometimes by accident, sometimes on p"
43870,purpose (injected humour a,n,38034,44125,purpose (injected humour an
43871,"nd the like).
There are", ,43258,44126,"nd the like).
There are "
43872, many variations of pass,a,43936,44127, many variations of passa
43873,ages of Lorem Ipsum ava,i,42467,44128,ages of Lorem Ipsum avai
43874,"ilable, but the majority ",h,43360,44129,"ilable, but the majority h"
43875,have suffered alteration i,n,40630,44130,have suffered alteration in
43876,"n some form, by injected", ,43554,44131,"n some form, by injected "
43877," humour, or randomised", ,43363,44132," humour, or randomised "
43878, words which don't look ev,e,43750,44133, words which don't look eve
43879,en slightly believable., ,44039,44134,en slightly believable. 
43880, If you are going, ,32507,44135, If you are going 
43881, to use a passage of Lore,m,43849,44136, to use a passage of Lorem
43882,"m Ipsum, you need to b",e,43946,44137,"m Ipsum, you need to be"
43883,e sure there isn't anyth,i,43171,44138,e sure there isn't anythi
43884,ing embarrassing hidden i,n,43852,44139,ing embarrassing hidden in
43885,n the middle of text. Al,l,39255,44140,n the middle of text. All
43886,l the Lorem Ipsum gen,e,43174,44141,l the Lorem Ipsum gene
43887,erators on the Internet t,e,43951,44142,erators on the Internet te
43888,end to repeat predef,i,43176,44143,end to repeat predefi
43889,ined chunks as necessa,r,43953,44144,ined chunks as necessar
43890,"ry, making this the fi",r,34371,44145,"ry, making this the fir"
43891,rst true generator on, ,31253,44146,rst true generator on 
43892, the Internet. It uses a di,c,37949,44147, the Internet. It uses a dic
43893,ctionary of over 200 Lati,n,43668,44148,ctionary of over 200 Latin
43894,"n words, combined with", ,41982,44149,"n words, combined with "
43895, a handful of model sen,t,44055,44150, a handful of model sent
43896,"tence structures, to ge",n,43284,44151,"tence structures, to gen"
43897,nerate Lorem Ipsum whi,c,44057,44152,nerate Lorem Ipsum whic
43898,ch looks reasonable. ,T,43286,44153,ch looks reasonable. T
43899,The generated Lorem Ipsu,m,44059,44154,The generated Lorem Ipsum
43900,m is therefore alw,a,37740,44155,m is therefore alwa
43901,"ays free from repetition, i",n,44061,44156,"ays free from repetition, in"
43902,"njected humour, or non-characteris",t,43774,44157,"njected humour, or non-characterist"
43903,"tic words etc.

",L,43871,44158,"tic words etc.

L"
43904,Lorem Ipsum is simply dummy text of the printing a,n,43776,44159,Lorem Ipsum is simply dummy text of the printing an
43905,nd typesetting indust,r,43681,44160,nd typesetting industr
43906,ry. Lorem Ipsum has ,b,42902,44161,ry. Lorem Ipsum has b
43907,been the industry's stan,d,44067,44162,been the industry's stand
43908,dard dummy text ever ,s,37750,44163,dard dummy text ever s
43909,"since the 1500s, when a",n,44069,44164,"since the 1500s, when an"
43910,n unknown printer too,k,38957,44165,n unknown printer took
43911,k a galley of type and, ,44071,44166,k a galley of type and 
43912, scrambled it to make, ,43881,44167, scrambled it to make 
43913, a type specimen book,.,39507,44168, a type specimen book.
43914,. It has survived not on,l,43883,44169,. It has survived not onl
43915,"ly five centuries, but a",l,44075,44170,"ly five centuries, but al"
43916,lso the leap into ele,c,40151,44171,lso the leap into elec
43917,"ctronic typesetting, ",r,40258,44172,"ctronic typesetting, r"
43918,remaining essentially u,n,40364,44173,remaining essentially un
43919,nchanged. It was popu,l,44079,44174,nchanged. It was popul
43920,larised in the 1960s wi,t,43889,44175,larised in the 1960s wit
43921,th the release of Letr,a,38969,44176,th the release of Letra
43922,aset sheets containin,g,43891,44177,aset sheets containing
43923,"g Lorem Ipsum passages, and m",o,40786,44178,"g Lorem Ipsum passages, and mo"
43924,ore recently with deskto,p,43117,44179,ore recently with desktop
43925,p publishing software like, ,42824,44180,p publishing software like 
43926, Aldus PageMaker, ,43317,44181, Aldus PageMaker 
43927, including versions of Lor,e,42826,44182, including versions of Lore
43928,"em Ipsum.
It is a long ",e,42121,44183,"em Ipsum.
It is a long e"
43929,established fact that a r,e,43221,44184,established fact that a re
43930,eader will be distracted by the rea,d,43803,44185,eader will be distracted by the read
43931,dable content of a page when looki,n,44091,44186,dable content of a page when lookin
43932,ng at its layout. The point of usin,g,43901,44187,ng at its layout. The point of using
43933,g Lorem Ipsum is that it has a m,o,43998,44188,g Lorem Ipsum is that it has a mo
43934,ore-or-less normal distribution of, ,43049,44189,ore-or-less normal distribution of 
43935," letters, as opposed to using 'C",o,43537,44190," letters, as opposed to using 'Co"
43936,"ontent here, content here', making it l",o,44020,44191,"ontent here, content here', making it lo"
43937,ook like readable English. Ma,n,34573,44192,ook like readable English. Man
43938,ny desktop publishing package,s,44098,44193,ny desktop publishing packages
43939,s and web page editors now use Lore,m,44004,44194,s and web page editors now use Lorem
43940,m Ipsum as their default model te,x,38005,44195,m Ipsum as their default model tex
43941,"xt, and a search for 'lorem ipsu",m,44120,44196,"xt, and a search for 'lorem ipsum"
43942,m' will uncover many web sites, ,43135,44197,m' will uncover many web sites 
43943, still in their infancy. Various, ,44008,44198, still in their infancy. Various 
43944, versions have evolved over the yea,r,43721,44199, versions have evolved over the year
43945,"rs, sometimes by accident, sometime",s,44029,44200,"rs, sometimes by accident, sometimes"
43946,s on purpose (injected humour and, ,43934,44201,s on purpose (injected humour and 
43947," the like).
It is a l",o,32470,44202," the like).
It is a lo"
43948,ong established fact that a reade,r,43725,44203,ong established fact that a reader
43949,r will be distracted by the read,a,44090,44204,r will be distracted by the reada
43950,able content of a page when looki,n,43996,44205,able content of a page when lookin
43951,ng at its layout. The point of using, ,44187,44206,ng at its layout. The point of using 
43952, Lorem Ipsum is that it has a more-or-l,e,44093,44207, Lorem Ipsum is that it has a more-or-le
43953,ess normal distribution of le,t,39767,44208,ess normal distribution of let
43954,"tters, as opposed to using 'Con",t,44095,44209,"tters, as opposed to using 'Cont"
43955,"tent here, content here', making it", ,43828,44210,"tent here, content here', making it "
43956, look like readable English. M,a,44002,44211, look like readable English. Ma
43957,any desktop publishing packages ,a,44022,44212,any desktop publishing packages a
43958,and web page editors now use Lo,r,31704,44213,and web page editors now use Lor
43959,"rem Ipsum as their default model text,", ,43928,44214,"rem Ipsum as their default model text, "
43960, and a search for 'lorem ipsum' w,i,43833,44215, and a search for 'lorem ipsum' wi
43961,ill uncover many web sites still i,n,44026,44216,ill uncover many web sites still in
43962,n their infancy. Various versio,n,43835,44217,n their infancy. Various version
43963,ns have evolved over the years,",",43932,44218,"ns have evolved over the years,"
43964,", sometimes by accident, sometimes on p",u,44124,44219,", sometimes by accident, sometimes on pu"
43965,urpose (injected humour and, ,38449,44220,urpose (injected humour and 
43966," the like).
There ar",e,43062,44221," the like).
There are"
43967,e many variations of pas,s,43454,44222,e many variations of pass
43968,sages of Lorem Ipsum av,a,43937,44223,sages of Lorem Ipsum ava
43969,"ailable, but the majority", ,43162,44224,"ailable, but the majority "
43970, have suffered alteration in, ,43553,44225, have suffered alteration in 
43971," some form, by injected", ,44036,44226," some form, by injected "
43972," humour, or randomised ",w,44132,44227," humour, or randomised w"
43973,words which don't look eve,n,44038,44228,words which don't look even
43974,n slightly believab,l,29379,44229,n slightly believabl
43975,le. If you are going t,o,43752,44230,le. If you are going to
43976,o use a passage of Lore,m,43169,44231,o use a passage of Lorem
43977,"m Ipsum, you need to be", ,44137,44232,"m Ipsum, you need to be "
43978, sure there isn't anyth,i,43369,44233, sure there isn't anythi
43979,ing embarrassing hidden in, ,44139,44234,ing embarrassing hidden in 
43980, the middle of text. All, ,39690,44235, the middle of text. All 
43981, the Lorem Ipsum gener,a,43564,44236, the Lorem Ipsum genera
43982,ators on the Inter,n,39477,44237,ators on the Intern
43983,net tend to repeat, ,38821,44238,net tend to repeat 
43984, predefined chunks as, ,43761,44239, predefined chunks as 
43985," necessary, making this", ,43277,44240," necessary, making this "
43986, the first true generator on, ,44051,44241, the first true generator on 
43987, the Internet. It uses a dic,t,44147,44242, the Internet. It uses a dict
43988,tionary of over 200 Lat,i,44053,44243,tionary of over 200 Lati
43989,"in words, combined with ",a,43669,44244,"in words, combined with a"
43990,a handful of model sent,e,42792,44245,a handful of model sente
43991,"ence structures, to g",e,42692,44246,"ence structures, to ge"
